path,test_id,level,weight,model,variant,tooling,tier,score,usd,cost_estimated,total_tokens,visit_chars,visits,llm_calls,search_calls,visit_calls,tool_calls,secs,grounded
services/agent/idea_test_results/barrage24b_057_openai-gpt-5-mini_graph_compiled_r2.json,057,integration,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.012718,False,15937,38146,6,38,36,6,80,21.11,0.0
services/agent/idea_test_results/barrage24b_057_openai-gpt-5-mini_graph_compiled_r3.json,057,integration,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.013331,False,16323,38146,6,38,36,6,80,21.99,0.0
services/agent/idea_test_results/barrage24b_057_openai-gpt-5-mini_sequential_react_r1.json,057,integration,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.011416,False,17405,19073,3,14,18,3,35,50.58,0.0
services/agent/idea_test_results/barrage24b_057_openai-gpt-5-mini_sequential_react_r2.json,057,integration,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.009328,False,17686,19073,3,16,18,3,37,41.12,0.0
services/agent/idea_test_results/barrage24b_057_openai-gpt-5-mini_sequential_react_r3.json,057,integration,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.009446,False,17749,19073,3,16,18,3,37,41.09,0.0
services/agent/idea_test_results/barrage24b_058_google-gemini-3.1-pro-preview_graph_compiled_r1.json,058,navigation,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.25,0.037054,False,6892,21362,1,12,6,1,19,28.8,0.0
services/agent/idea_test_results/barrage24b_058_google-gemini-3.1-pro-preview_graph_compiled_r2.json,058,navigation,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.25,0.041212,False,7911,21362,1,12,6,1,19,34.61,0.0
services/agent/idea_test_results/barrage24b_058_google-gemini-3.1-pro-preview_graph_compiled_r3.json,058,navigation,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.25,0.03908,False,7685,21362,1,12,6,1,19,29.51,0.0
services/agent/idea_test_results/barrage24b_058_google-gemini-3.1-pro-preview_sequential_react_r1.json,058,navigation,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.9375,0.115654,False,24237,21362,1,20,13,1,34,70.1,1.0
services/agent/idea_test_results/barrage24b_058_google-gemini-3.1-pro-preview_sequential_react_r2.json,058,navigation,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.9375,0.081758,False,20539,21362,1,18,16,1,35,49.0,1.0
services/agent/idea_test_results/barrage24b_058_google-gemini-3.1-pro-preview_sequential_react_r3.json,058,navigation,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.9375,0.09593,False,20735,21362,1,18,18,1,37,59.44,1.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_graph_r1.json,058,navigation,long,openai/gpt-4.1-nano,graph,full,0,1.0,0.005987,False,57609,46760,2,8,10,2,20,30.43,1.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_graph_r2.json,058,navigation,long,openai/gpt-4.1-nano,graph,full,0,1.0,0.005449,False,52388,23380,1,8,10,1,19,13.52,1.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_graph_r3.json,058,navigation,long,openai/gpt-4.1-nano,graph,full,0,1.0,0.006726,False,64080,46760,2,10,10,2,22,18.59,1.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_graph_compiled_r1.json,058,navigation,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.3125,0.000803,False,6223,21362,1,12,12,1,25,6.59,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_graph_compiled_r2.json,058,navigation,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.375,0.000807,False,6318,42724,2,12,6,2,20,7.03,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_graph_compiled_r3.json,058,navigation,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.8125,0.00076,False,5900,21362,1,12,6,1,19,5.97,1.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_naive_rag_r1.json,058,navigation,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,5.5e-05,False,323,0,0,2,0,0,2,0.84,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_naive_rag_r2.json,058,navigation,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.125,9.4e-05,False,420,0,0,2,0,0,2,1.32,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_naive_rag_r3.json,058,navigation,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0625,8.6e-05,False,401,0,0,2,0,0,2,1.22,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_parametric_r1.json,058,navigation,long,openai/gpt-4.1-nano,parametric,parametric,0,0.0,4.7e-05,False,318,0,0,2,0,0,2,0.6,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_parametric_r2.json,058,navigation,long,openai/gpt-4.1-nano,parametric,parametric,0,0.0625,0.00012,False,500,0,0,2,0,0,2,1.54,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_parametric_r3.json,058,navigation,long,openai/gpt-4.1-nano,parametric,parametric,0,0.0,5.4e-05,False,335,0,0,2,0,0,2,0.66,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_sequential_react_r1.json,058,navigation,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.3125,0.00219,False,18692,85448,4,16,12,4,32,9.15,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_sequential_react_r2.json,058,navigation,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.8125,0.004015,False,35404,106810,5,24,18,5,47,17.67,1.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-4.1-nano_sequential_react_r3.json,058,navigation,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.5,0.00094,False,7707,24705,2,10,12,2,24,8.87,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-5-mini_graph_compiled_r1.json,058,navigation,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.25,0.006437,False,6020,42724,2,12,0,2,14,70.53,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-5-mini_graph_compiled_r2.json,058,navigation,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.25,0.006769,False,6545,42724,2,12,0,2,14,51.64,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-5-mini_graph_compiled_r3.json,058,navigation,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.25,0.006955,False,6638,42724,2,12,0,2,14,59.95,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-5-mini_sequential_react_r1.json,058,navigation,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.040064,False,93397,277706,13,40,13,13,66,172.57,1.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-5-mini_sequential_react_r2.json,058,navigation,long,openai/gpt-5-mini,sequential_react,sequential,0,0.3125,0.060396,False,145941,448602,21,52,15,21,88,222.94,0.0
services/agent/idea_test_results/barrage24b_058_openai-gpt-5-mini_sequential_react_r3.json,058,navigation,long,openai/gpt-5-mini,sequential_react,sequential,0,0.3125,0.059948,False,143549,427240,20,52,15,20,87,157.75,0.0
services/agent/idea_test_results/barrage24b_059_google-gemini-3.1-pro-preview_graph_compiled_r1.json,059,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.166866,False,34363,526808,10,68,60,10,138,45.83,1.0
services/agent/idea_test_results/barrage24b_059_google-gemini-3.1-pro-preview_graph_compiled_r2.json,059,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.139668,False,30069,526808,10,64,60,10,134,42.99,1.0
services/agent/idea_test_results/barrage24b_059_google-gemini-3.1-pro-preview_graph_compiled_r3.json,059,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.151322,False,31356,526808,10,66,60,10,136,45.56,1.0
services/agent/idea_test_results/barrage24b_059_google-gemini-3.1-pro-preview_sequential_react_r1.json,059,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.129826,False,46288,263404,5,24,30,5,59,53.33,1.0
services/agent/idea_test_results/barrage24b_059_google-gemini-3.1-pro-preview_sequential_react_r2.json,059,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.119096,False,41868,263404,5,22,30,5,57,48.17,1.0
services/agent/idea_test_results/barrage24b_059_google-gemini-3.1-pro-preview_sequential_react_r3.json,059,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.127336,False,45393,263404,5,24,30,5,59,52.5,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_graph_r1.json,059,graph,long,openai/gpt-4.1-nano,graph,full,0,0.24000000000000005,0.00637,False,61436,58059,2,8,20,2,30,25.21,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_graph_r2.json,059,graph,long,openai/gpt-4.1-nano,graph,full,0,0.24000000000000005,0.006987,False,65623,30893,2,8,30,2,40,27.05,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_graph_r3.json,059,graph,long,openai/gpt-4.1-nano,graph,full,0,0.76,0.006664,False,62349,57354,2,8,30,2,40,26.48,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_graph_compiled_r1.json,059,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.32,0.003588,False,26919,665097,13,68,60,13,141,23.63,0.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_graph_compiled_r2.json,059,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.9199999999999999,0.00338,False,25396,697817,12,66,60,12,138,22.27,0.8
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_graph_compiled_r3.json,059,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.4,0.003345,False,25221,648254,12,66,60,12,138,20.99,0.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_naive_rag_r1.json,059,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.72,0.000322,False,1062,0,0,2,0,0,2,4.78,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_naive_rag_r2.json,059,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.8,0.000253,False,890,0,0,2,0,0,2,4.23,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_naive_rag_r3.json,059,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,6.7e-05,False,425,0,0,2,0,0,2,0.93,0.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_parametric_r1.json,059,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.76,0.000252,False,904,0,0,2,0,0,2,2.86,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_parametric_r2.json,059,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.0,0.000131,False,601,0,0,2,0,0,2,1.59,0.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_parametric_r3.json,059,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.52,0.00022,False,823,0,0,2,0,0,2,2.25,0.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_sequential_react_r1.json,059,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.36,0.006118,False,56566,270005,6,30,30,6,66,18.97,0.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_sequential_react_r2.json,059,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.8800000000000001,0.002828,False,23802,92016,2,18,30,2,50,12.17,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-4.1-nano_sequential_react_r3.json,059,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.64,0.003192,False,28547,77368,4,20,24,4,48,15.0,0.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-5-mini_graph_compiled_r1.json,059,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.028912,False,30927,526808,10,62,54,10,126,55.13,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-5-mini_graph_compiled_r2.json,059,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.024311,False,25956,526808,10,54,36,10,100,38.48,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-5-mini_graph_compiled_r3.json,059,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.027336,False,28515,526808,10,58,42,10,110,57.39,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-5-mini_sequential_react_r1.json,059,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.014145,False,36933,263404,5,22,30,5,57,50.67,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-5-mini_sequential_react_r2.json,059,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.014214,False,36899,263404,5,22,30,5,57,41.38,1.0
services/agent/idea_test_results/barrage24b_059_openai-gpt-5-mini_sequential_react_r3.json,059,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.015941,False,37478,263404,5,22,30,5,57,67.89,1.0
services/agent/idea_test_results/barrage24b_060_google-gemini-3.1-pro-preview_graph_compiled_r1.json,060,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.95,0.136134,False,24442,338790,4,34,30,4,68,55.32,1.0
services/agent/idea_test_results/barrage24b_060_google-gemini-3.1-pro-preview_graph_compiled_r2.json,060,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.95,0.140342,False,25011,338790,4,36,24,4,64,58.86,1.0
services/agent/idea_test_results/barrage24b_060_google-gemini-3.1-pro-preview_graph_compiled_r3.json,060,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.35,0.149184,False,26782,338790,4,36,36,4,76,61.61,0.0
services/agent/idea_test_results/barrage24b_060_google-gemini-3.1-pro-preview_sequential_react_r1.json,060,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.4,0.321124,False,71492,169395,2,32,39,2,73,183.66,0.0
services/agent/idea_test_results/barrage24b_060_google-gemini-3.1-pro-preview_sequential_react_r2.json,060,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.95,0.467094,False,121457,268895,4,52,53,4,109,252.82,1.0
services/agent/idea_test_results/barrage24b_060_google-gemini-3.1-pro-preview_sequential_react_r3.json,060,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.3,0.175914,False,43827,31861,1,24,39,1,64,100.79,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_graph_r1.json,060,graph,long,openai/gpt-4.1-nano,graph,full,0,0.8,0.000961,False,8224,0,0,6,10,0,16,6.63,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_graph_r2.json,060,graph,long,openai/gpt-4.1-nano,graph,full,0,1.0,0.006059,False,57973,135066,2,8,20,2,30,36.68,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_graph_r3.json,060,graph,long,openai/gpt-4.1-nano,graph,full,0,0.95,0.006366,False,59694,66816,2,8,30,2,40,27.76,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_graph_compiled_r1.json,060,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.95,0.001995,False,15851,476324,5,34,30,5,69,12.55,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_graph_compiled_r2.json,060,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.3,0.001767,False,13848,508185,6,32,24,6,62,14.11,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_graph_compiled_r3.json,060,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.95,0.002408,False,19787,402512,6,38,30,6,74,14.06,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_naive_rag_r1.json,060,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.75,0.000197,False,720,0,0,2,0,0,2,2.84,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_naive_rag_r2.json,060,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.75,0.000231,False,804,0,0,2,0,0,2,2.76,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_naive_rag_r3.json,060,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.75,0.000182,False,682,0,0,2,0,0,2,2.36,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_parametric_r1.json,060,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.0,0.000159,False,638,0,0,2,0,0,2,2.24,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_parametric_r2.json,060,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.75,0.000243,False,848,0,0,2,0,0,2,3.28,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_parametric_r3.json,060,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.15,0.000231,False,820,0,0,2,0,0,2,2.86,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_sequential_react_r1.json,060,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,1.0,0.00602,False,55389,392422,9,26,18,9,53,21.82,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_sequential_react_r2.json,060,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.75,0.001064,False,8615,169395,2,10,12,2,24,9.34,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-4.1-nano_sequential_react_r3.json,060,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.6,0.002842,False,25262,169504,3,20,24,3,47,14.33,0.5
services/agent/idea_test_results/barrage24b_060_openai-gpt-5-mini_graph_compiled_r1.json,060,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.75,0.015256,False,14875,370651,5,28,18,5,51,99.5,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-5-mini_graph_compiled_r2.json,060,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.3,0.017493,False,18709,476324,5,36,24,5,65,102.71,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-5-mini_graph_compiled_r3.json,060,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.3,0.015132,False,16471,508185,6,34,18,6,58,92.39,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-5-mini_sequential_react_r1.json,060,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.063918,False,161698,826795,16,52,43,16,111,219.14,1.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-5-mini_sequential_react_r2.json,060,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,0.35,0.064807,False,156461,721122,16,52,42,16,110,209.59,0.0
services/agent/idea_test_results/barrage24b_060_openai-gpt-5-mini_sequential_react_r3.json,060,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,0.3,0.063041,False,161492,752983,17,52,42,17,111,193.81,0.0
services/agent/idea_test_results/barrage24b_061_google-gemini-3.1-pro-preview_graph_compiled_r1.json,061,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.064796,False,15128,72142,4,34,24,4,62,46.76,1.0
services/agent/idea_test_results/barrage24b_061_google-gemini-3.1-pro-preview_graph_compiled_r2.json,061,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.047944,False,9362,72142,4,24,18,4,46,56.26,1.0
services/agent/idea_test_results/barrage24b_061_google-gemini-3.1-pro-preview_graph_compiled_r3.json,061,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.062348,False,12944,72142,4,30,24,4,58,37.24,1.0
services/agent/idea_test_results/barrage24b_061_google-gemini-3.1-pro-preview_sequential_react_r1.json,061,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.8,0.04453,False,10905,0,0,12,24,0,36,29.53,1.0
services/agent/idea_test_results/barrage24b_061_google-gemini-3.1-pro-preview_sequential_react_r2.json,061,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.06921,False,24330,72142,4,18,24,4,46,33.46,1.0
services/agent/idea_test_results/barrage24b_061_google-gemini-3.1-pro-preview_sequential_react_r3.json,061,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.076858,False,26909,72142,4,20,24,4,48,35.63,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_graph_r1.json,061,graph,long,openai/gpt-4.1-nano,graph,full,0,0.85,0.005541,False,52271,16637,1,8,30,1,39,14.85,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_graph_r2.json,061,graph,long,openai/gpt-4.1-nano,graph,full,0,0.9,0.003524,False,31083,6444,2,8,15,2,25,38.83,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_graph_r3.json,061,graph,long,openai/gpt-4.1-nano,graph,full,0,0.9,0.005433,False,51287,17237,2,10,20,2,32,25.61,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_graph_compiled_r1.json,061,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.3,0.001162,False,8675,59200,5,30,24,5,59,9.29,0.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_graph_compiled_r2.json,061,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,1.0,0.001226,False,9344,87192,5,28,24,5,57,7.92,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_graph_compiled_r3.json,061,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,1.0,0.001121,False,8355,72142,4,26,24,4,54,6.38,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_naive_rag_r1.json,061,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.6,7.9e-05,False,378,0,0,2,0,0,2,1.13,0.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_naive_rag_r2.json,061,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.8,0.000182,False,636,0,0,2,0,0,2,2.12,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_naive_rag_r3.json,061,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.8,0.000205,False,693,0,0,2,0,0,2,2.15,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_parametric_r1.json,061,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.6,0.000125,False,508,0,0,2,0,0,2,1.98,0.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_parametric_r2.json,061,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.6,9.2e-05,False,425,0,0,2,0,0,2,1.37,0.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_parametric_r3.json,061,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.6,9.9e-05,False,444,0,0,2,0,0,2,1.26,0.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_sequential_react_r1.json,061,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.9,0.00089,False,7447,44575,2,10,12,2,24,6.43,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_sequential_react_r2.json,061,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.2,0.000844,False,7294,28038,2,10,12,2,24,4.52,0.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-4.1-nano_sequential_react_r3.json,061,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.9,0.001306,False,10914,44575,2,12,12,2,26,6.32,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-5-mini_graph_compiled_r1.json,061,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.011346,False,13064,84659,5,28,24,5,57,37.29,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-5-mini_graph_compiled_r2.json,061,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.010187,False,10556,72142,4,24,18,4,46,44.83,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-5-mini_graph_compiled_r3.json,061,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.010341,False,11434,72142,4,26,24,4,54,41.87,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-5-mini_sequential_react_r1.json,061,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.008844,False,18932,72142,4,16,18,4,38,32.86,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-5-mini_sequential_react_r2.json,061,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.008844,False,19086,72142,4,16,18,4,38,31.54,1.0
services/agent/idea_test_results/barrage24b_061_openai-gpt-5-mini_sequential_react_r3.json,061,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.00977,False,22960,72142,4,18,24,4,46,28.18,1.0
services/agent/idea_test_results/barrage24b_062_google-gemini-3.1-pro-preview_graph_compiled_r1.json,062,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.092494,False,19002,45856,6,42,36,6,84,26.08,1.0
services/agent/idea_test_results/barrage24b_062_google-gemini-3.1-pro-preview_graph_compiled_r2.json,062,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.084784,False,17697,45856,6,38,36,6,80,21.98,1.0
services/agent/idea_test_results/barrage24b_062_google-gemini-3.1-pro-preview_graph_compiled_r3.json,062,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.094318,False,19104,45856,6,40,36,6,82,30.04,1.0
services/agent/idea_test_results/barrage24b_062_google-gemini-3.1-pro-preview_sequential_react_r1.json,062,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.140324,False,53717,45856,6,26,36,6,68,53.43,1.0
services/agent/idea_test_results/barrage24b_062_google-gemini-3.1-pro-preview_sequential_react_r2.json,062,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.13596,False,53900,45856,6,26,36,6,68,47.03,1.0
services/agent/idea_test_results/barrage24b_062_google-gemini-3.1-pro-preview_sequential_react_r3.json,062,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.141106,False,54278,45856,6,26,36,6,68,49.24,1.0
services/agent/idea_test_results/barrage24b_062_openai-gpt-4.1-nano_graph_r1.json,062,graph,long,openai/gpt-4.1-nano,graph,full,0,0.7333333333333333,0.00712,False,66494,28118,2,8,30,2,40,17.31,1.0
services/agent/idea_test_results/barrage24b_062_openai-gpt-4.1-nano_graph_r2.json,062,graph,long,openai/gpt-4.1-nano,graph,full,0,0.7333333333333333,0.007354,False,68486,28118,2,8,30,2,40,17.51,1.0
services/agent/idea_test_results/barrage24b_062_openai-gpt-4.1-nano_graph_r3.json,062,graph,long,openai/gpt-4.1-nano,graph,full,0,0.6333333333333333,0.006956,False,65514,28118,2,8,30,2,40,15.39,1.0
